person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22,30000,0.0,4.0,5.0,4.0,13250,16.4,1,0.44,1.0,3
29,54000,1.0,11.0,2.0,4.0,20000,18.79,1,0.37,1.0,5
23,83000,2.0,7.0,1.0,1.0,24175,11.11,1,0.29,0.0,2
40,32400,0.0,1.0,5.0,1.0,10000,10.0,1,0.31,0.0,14
25,34000,0.0,,4.0,0.0,4000,,1,0.12,0.0,2
23,46852,0.0,3.0,4.0,1.0,6800,10.65,1,0.15,0.0,2
25,51996,0.0,9.0,3.0,1.0,20000,10.99,1,0.38,0.0,3
22,34980,0.0,3.0,5.0,2.0,1500,12.23,1,0.04,1.0,4
28,78000,0.0,12.0,4.0,6.0,24625,18.36,1,0.32,0.0,5
21,31200,0.0,,2.0,0.0,15000,6.62,1,0.48,0.0,3
27,44000,0.0,1.0,3.0,3.0,5000,16.89,1,0.11,1.0,10
23,12000,0.0,2.0,0.0,1.0,3075,10.37,1,0.26,0.0,2
21,18000,0.0,2.0,0.0,1.0,4500,10.38,1,0.25,0.0,3
65,133000,2.0,2.0,5.0,4.0,18000,,1,0.14,0.0,25
22,58000,0.0,0.0,5.0,2.0,20000,13.11,1,0.34,0.0,2
29,88000,2.0,6.0,5.0,4.0,16000,16.45,1,0.18,0.0,8
31,128000,0.0,1.0,0.0,4.0,9600,,1,0.07,1.0,8
24,39996,0.0,0.0,3.0,3.0,5000,14.11,1,0.13,1.0,3
25,30000,2.0,3.0,4.0,0.0,12000,5.99,1,0.4,0.0,4
22,66300,0.0,3.0,2.0,3.0,7500,14.96,1,0.1,0.0,2
23,29000,0.0,2.0,1.0,1.0,9000,11.71,1,0.31,0.0,2
25,49000,0.0,1.0,5.0,3.0,12000,13.49,1,0.24,0.0,2
23,36000,0.0,7.0,0.0,1.0,12250,,1,0.34,0.0,3
26,41682,2.0,7.0,5.0,2.0,18000,13.22,1,0.43,1.0,3
26,37680,0.0,5.0,2.0,3.0,2000,14.96,1,0.05,0.0,3
23,58000,2.0,7.0,0.0,3.0,16500,,1,0.28,1.0,4
23,54000,2.0,5.0,2.0,2.0,5200,13.99,1,0.1,0.0,3
25,38340,0.0,9.0,2.0,1.0,12000,11.71,1,0.31,0.0,2
29,33000,2.0,8.0,1.0,1.0,5600,11.71,1,0.17,0.0,6
23,44000,0.0,2.0,3.0,4.0,9400,16.32,1,0.21,1.0,3
32,30000,0.0,1.0,1.0,1.0,11450,9.99,1,0.38,0.0,6
26,67000,2.0,2.0,5.0,3.0,6500,14.11,1,0.1,1.0,2
25,59000,2.0,4.0,0.0,3.0,3000,16.29,1,0.05,1.0,3
25,39000,0.0,3.0,4.0,0.0,2000,7.66,1,0.05,0.0,4
25,31200,2.0,0.0,1.0,4.0,4750,,1,0.15,0.0,2
26,39900,0.0,1.0,5.0,1.0,14000,10.37,1,0.35,0.0,3
39,56000,0.0,0.0,5.0,4.0,4800,16.7,1,0.09,1.0,12
26,49000,0.0,2.0,3.0,3.0,8400,18.25,1,0.17,1.0,4
27,24960,0.0,3.0,5.0,1.0,10750,10.25,1,0.43,0.0,10
23,54000,0.0,3.0,5.0,2.0,12000,12.98,1,0.22,1.0,3
23,36000,0.0,2.0,2.0,3.0,16750,15.28,1,0.47,1.0,4
26,104550,2.0,5.0,2.0,3.0,24000,15.21,1,0.2,1.0,4
38,83000,0.0,3.0,4.0,6.0,22250,23.22,1,0.27,1.0,12
25,78000,2.0,9.0,5.0,3.0,8000,16.0,1,0.1,0.0,4
39,24000,0.0,,3.0,2.0,8000,13.8,1,0.33,0.0,12
21,44000,2.0,5.0,3.0,3.0,7500,12.92,1,0.17,0.0,4
30,20000,0.0,1.0,0.0,1.0,3000,11.49,1,0.15,0.0,8
28,48996,0.0,12.0,2.0,1.0,10000,10.37,1,0.2,0.0,9
48,56500,2.0,9.0,5.0,1.0,15000,11.14,1,0.27,0.0,11
22,18000,1.0,1.0,1.0,3.0,5400,15.31,1,0.3,1.0,4
24,123000,2.0,8.0,5.0,2.0,24250,12.87,1,0.2,1.0,4
52,54833,0.0,14.0,4.0,0.0,20000,7.49,1,0.36,0.0,25
36,47000,2.0,4.0,2.0,3.0,4900,14.11,1,0.1,0.0,11
24,41000,0.0,4.0,2.0,2.0,15600,12.87,1,0.38,1.0,3
23,21000,0.0,6.0,1.0,0.0,7500,6.91,1,0.36,0.0,2
43,30000,0.0,0.0,0.0,2.0,11525,13.57,1,0.38,1.0,17
31,14400,0.0,3.0,4.0,3.0,4750,14.59,1,0.33,1.0,8
26,39000,0.0,3.0,2.0,3.0,15000,15.37,1,0.38,0.0,2
23,56000,0.0,4.0,5.0,1.0,15000,12.69,1,0.27,0.0,4
21,21000,0.0,6.0,1.0,1.0,6500,11.89,1,0.31,0.0,4
28,60000,2.0,2.0,4.0,0.0,6500,5.79,1,0.11,0.0,6
34,62900,2.0,11.0,2.0,0.0,18000,8.94,1,0.24,0.0,5
22,4800,0.0,0.0,2.0,2.0,1200,14.26,1,0.25,1.0,2
23,42000,0.0,2.0,0.0,3.0,14000,16.89,1,0.33,0.0,3
23,30000,0.0,3.0,0.0,1.0,10000,11.14,1,0.33,0.0,2
22,31760,0.0,3.0,0.0,1.0,12875,12.53,1,0.41,0.0,4
23,31000,0.0,1.0,5.0,1.0,6000,11.71,1,0.19,0.0,2
31,36000,0.0,4.0,1.0,1.0,12000,10.36,1,0.33,0.0,8
44,83000,3.0,2.0,1.0,3.0,12000,16.0,1,0.14,1.0,15
48,39000,0.0,7.0,2.0,3.0,5800,14.54,1,0.15,0.0,15
24,75996,0.0,1.0,5.0,4.0,10000,16.0,1,0.13,0.0,2
23,19200,1.0,,0.0,0.0,6000,6.54,1,0.31,0.0,2
44,83000,3.0,2.0,0.0,3.0,12000,16.0,1,0.14,1.0,12
22,18984,0.0,6.0,4.0,2.0,2500,14.22,1,0.13,1.0,2
27,46000,2.0,11.0,1.0,0.0,8725,9.32,1,0.19,0.0,9
37,39000,0.0,11.0,1.0,2.0,4000,14.65,1,0.1,1.0,15
23,50000,0.0,4.0,3.0,1.0,18225,10.74,1,0.36,0.0,2
34,45600,0.0,6.0,5.0,1.0,15000,11.48,1,0.33,0.0,9
23,19250,0.0,1.0,4.0,4.0,6250,16.82,1,0.32,1.0,4
24,62050,2.0,1.0,2.0,2.0,5600,14.65,1,0.08,0.0,4
27,42000,2.0,4.0,0.0,2.0,2850,13.48,1,0.07,0.0,7
22,17004,0.0,5.0,5.0,0.0,3250,6.91,1,0.19,0.0,2
23,44000,0.0,7.0,5.0,3.0,13000,16.29,1,0.3,0.0,3
28,36000,0.0,2.0,4.0,1.0,7500,10.39,1,0.21,0.0,9
30,9600,0.0,1.0,5.0,2.0,1500,12.73,1,0.16,1.0,9
26,80004,2.0,7.0,0.0,2.0,7500,15.23,1,0.09,0.0,4
24,69000,0.0,2.0,5.0,1.0,12000,10.2,1,0.17,0.0,4
24,22680,0.0,9.0,3.0,1.0,7000,10.62,1,0.31,0.0,2
24,134000,2.0,2.0,5.0,3.0,25000,14.83,1,0.19,0.0,4
26,62900,2.0,4.0,2.0,0.0,11000,7.9,1,0.15,0.0,3
36,19200,1.0,0.0,4.0,2.0,4500,13.49,1,0.23,1.0,14
36,54000,0.0,2.0,4.0,0.0,7500,,1,0.14,0.0,14
24,62400,0.0,4.0,5.0,3.0,20000,14.84,1,0.32,0.0,4
22,23587,0.0,4.0,4.0,1.0,2000,11.89,1,0.08,0.0,2
28,32568,0.0,3.0,1.0,3.0,15000,,1,0.46,0.0,10
51,45000,0.0,1.0,5.0,0.0,16000,7.9,1,0.36,0.0,19
42,32000,0.0,5.0,3.0,1.0,10000,10.38,1,0.31,0.0,15
27,223000,0.0,4.0,1.0,3.0,12000,14.96,1,0.05,0.0,6
25,30900,0.0,1.0,3.0,3.0,4000,12.61,1,0.13,0.0,3
23,34800,0.0,0.0,2.0,1.0,7000,11.99,1,0.2,0.0,2
24,128000,2.0,7.0,5.0,3.0,18000,17.27,1,0.14,1.0,2
24,69764,0.0,2.0,3.0,3.0,1500,14.42,1,0.02,1.0,4
24,42000,0.0,8.0,1.0,2.0,15000,15.27,1,0.36,0.0,3
25,49963,2.0,9.0,1.0,1.0,2100,11.49,1,0.04,0.0,3
32,28800,0.0,4.0,0.0,4.0,14500,16.7,1,0.5,0.0,10
23,39000,0.0,3.0,0.0,1.0,10000,11.99,1,0.26,0.0,3
30,96053,2.0,15.0,2.0,3.0,30000,15.62,1,0.27,0.0,5
25,74800,0.0,2.0,2.0,1.0,25000,10.99,1,0.28,0.0,2
24,71004,2.0,8.0,5.0,3.0,5000,14.96,1,0.07,1.0,3
23,34000,0.0,1.0,1.0,1.0,15000,11.71,1,0.44,0.0,4
24,61200,2.0,9.0,2.0,1.0,13500,10.83,1,0.19,0.0,2
27,34000,2.0,6.0,4.0,1.0,8875,10.65,1,0.26,0.0,9
24,59000,0.0,5.0,1.0,2.0,15000,14.79,1,0.25,1.0,3
27,55512,0.0,11.0,2.0,2.0,4200,14.26,1,0.08,1.0,8
21,25200,0.0,1.0,1.0,0.0,8250,7.49,1,0.33,0.0,4
25,57504,0.0,2.0,4.0,0.0,16500,9.32,1,0.29,0.0,3
21,30000,0.0,5.0,1.0,0.0,12000,5.79,1,0.4,0.0,2
22,25200,2.0,0.0,2.0,1.0,1000,11.48,1,0.04,0.0,3
27,54000,0.0,2.0,0.0,3.0,20000,16.0,1,0.37,0.0,6
26,51000,0.0,3.0,4.0,2.0,5500,13.49,1,0.11,1.0,2
36,48000,2.0,3.0,1.0,2.0,1500,13.92,1,0.03,1.0,13
24,54417,2.0,1.0,2.0,2.0,9525,11.66,1,0.18,1.0,3
23,38400,2.0,2.0,5.0,3.0,15000,17.27,1,0.39,0.0,3
25,19800,0.0,9.0,2.0,3.0,3625,16.29,1,0.18,0.0,2
21,18996,0.0,0.0,5.0,0.0,6000,,1,0.32,0.0,4
23,66000,0.0,1.0,3.0,3.0,20000,14.11,1,0.3,0.0,3
21,39600,2.0,5.0,2.0,0.0,6400,6.91,1,0.16,0.0,2
27,59619,2.0,11.0,3.0,3.0,7750,14.84,1,0.13,1.0,9
30,37500,0.0,5.0,1.0,1.0,12000,,1,0.32,0.0,6
22,61200,2.0,6.0,2.0,4.0,16000,16.45,1,0.22,0.0,4
25,50000,0.0,4.0,4.0,0.0,25000,5.99,1,0.5,0.0,2
22,27120,0.0,5.0,1.0,2.0,9250,13.11,1,0.34,0.0,3
27,64000,2.0,12.0,1.0,1.0,6000,,1,0.09,0.0,6
22,118000,0.0,0.0,0.0,3.0,19550,15.62,1,0.17,1.0,4
28,12000,0.0,0.0,2.0,1.0,4000,,1,0.33,0.0,9
43,46000,0.0,2.0,2.0,3.0,13000,15.7,1,0.28,0.0,13
34,67392,2.0,0.0,0.0,2.0,15000,13.85,1,0.22,1.0,5
31,168000,0.0,1.0,3.0,4.0,20000,,1,0.12,1.0,7
23,30000,0.0,,2.0,1.0,3500,11.49,1,0.12,0.0,2
23,62844,0.0,7.0,4.0,2.0,7500,11.97,1,0.12,0.0,4
30,28000,0.0,5.0,5.0,2.0,12000,14.22,1,0.43,0.0,8
27,73000,2.0,3.0,5.0,1.0,18000,12.69,1,0.25,0.0,6
29,42000,0.0,0.0,3.0,3.0,5000,14.96,1,0.12,1.0,5
21,12540,0.0,,4.0,0.0,2500,7.88,1,0.2,0.0,2
29,27000,0.0,10.0,4.0,3.0,3975,12.17,1,0.15,0.0,5
26,47000,0.0,7.0,0.0,0.0,15000,7.9,1,0.32,0.0,3
41,113000,0.0,1.0,0.0,3.0,12000,16.0,1,0.11,0.0,15
24,78000,0.0,1.0,5.0,1.0,3500,11.83,1,0.04,0.0,3
49,69000,0.0,0.0,4.0,3.0,16000,14.96,1,0.23,1.0,12
23,51000,0.0,3.0,5.0,4.0,12000,17.99,1,0.24,1.0,4
22,52000,0.0,1.0,3.0,2.0,18000,13.85,1,0.35,1.0,4
22,39000,0.0,2.0,2.0,2.0,5000,12.23,1,0.13,1.0,3
26,37200,2.0,10.0,5.0,2.0,16000,13.11,1,0.43,0.0,2
27,72000,0.0,3.0,5.0,3.0,25000,15.95,1,0.35,1.0,6
25,39512,0.0,3.0,3.0,2.0,9000,15.23,1,0.23,0.0,4
24,86000,2.0,0.0,0.0,1.0,20000,10.99,1,0.23,0.0,4
25,102000,2.0,7.0,4.0,6.0,25000,20.16,1,0.25,1.0,4
25,48000,0.0,9.0,0.0,1.0,15000,,1,0.31,0.0,2
26,108000,0.0,3.0,4.0,3.0,13000,15.99,1,0.12,1.0,3
30,14400,1.0,0.0,4.0,3.0,9250,14.96,1,0.64,0.0,10
30,31800,0.0,2.0,3.0,1.0,14400,10.75,1,0.45,0.0,7
37,24000,0.0,3.0,4.0,4.0,3000,19.03,1,0.13,0.0,11
25,50400,2.0,9.0,5.0,3.0,12000,16.89,1,0.24,0.0,4
37,30000,0.0,0.0,1.0,1.0,10800,12.21,1,0.36,0.0,14
25,50100,0.0,1.0,0.0,3.0,12000,14.74,1,0.24,1.0,2
35,39996,2.0,0.0,2.0,3.0,15000,14.42,1,0.38,0.0,6
30,34000,0.0,14.0,4.0,3.0,10000,14.54,1,0.29,1.0,6
36,127000,0.0,20.0,5.0,3.0,25000,14.59,1,0.2,0.0,11
24,34000,0.0,2.0,1.0,2.0,5000,12.23,1,0.15,0.0,2
36,48000,0.0,2.0,2.0,2.0,20000,13.61,1,0.42,0.0,14
22,37900,0.0,2.0,2.0,1.0,5000,12.18,1,0.13,0.0,2
28,38100,0.0,6.0,5.0,1.0,4800,9.63,1,0.13,0.0,10
28,49000,0.0,6.0,5.0,3.0,4800,15.99,1,0.1,0.0,5
33,25000,0.0,18.0,1.0,3.0,8000,,1,0.32,0.0,8
24,32000,0.0,8.0,5.0,2.0,12000,12.87,1,0.38,1.0,2
45,56000,2.0,8.0,5.0,3.0,7000,16.29,1,0.13,1.0,12
22,30000,0.0,4.0,5.0,3.0,7000,16.49,1,0.23,1.0,3
23,46000,0.0,2.0,0.0,5.0,12800,19.41,1,0.28,1.0,2
22,18000,0.0,1.0,4.0,1.0,7000,10.65,1,0.39,0.0,2
27,48000,0.0,2.0,4.0,0.0,4000,6.03,1,0.08,0.0,6
29,108800,2.0,1.0,2.0,5.0,18500,17.8,1,0.14,0.0,10
31,48000,2.0,9.0,2.0,0.0,8000,7.14,1,0.17,0.0,8
24,70000,0.0,3.0,0.0,1.0,25000,11.86,1,0.36,0.0,2
28,73000,0.0,0.0,0.0,1.0,32000,11.99,1,0.44,0.0,9
22,42000,2.0,,5.0,0.0,3200,7.9,1,0.08,0.0,3
28,30000,0.0,0.0,5.0,0.0,10000,9.32,1,0.33,0.0,7
26,14400,0.0,1.0,0.0,3.0,2000,17.49,1,0.14,0.0,4
23,73000,0.0,0.0,1.0,3.0,10000,14.11,1,0.14,0.0,3
28,56000,0.0,5.0,5.0,4.0,4800,16.45,1,0.09,0.0,7
22,70000,0.0,6.0,1.0,3.0,29100,15.99,1,0.42,0.0,3
28,604000,2.0,12.0,0.0,1.0,25000,9.01,1,0.04,0.0,9
21,36500,0.0,1.0,0.0,3.0,14400,15.05,1,0.39,0.0,4
26,52703,2.0,5.0,2.0,1.0,4000,11.89,1,0.06,0.0,4
23,74004,0.0,7.0,5.0,4.0,25000,16.35,1,0.34,0.0,4
27,50000,2.0,8.0,2.0,3.0,8400,,1,0.17,0.0,7
23,46852,0.0,3.0,1.0,1.0,6800,10.65,1,0.15,0.0,4
23,29000,2.0,7.0,0.0,0.0,6000,7.88,1,0.21,0.0,2
30,16500,0.0,0.0,3.0,2.0,4000,14.22,1,0.24,1.0,7
21,12000,1.0,0.0,0.0,2.0,4200,13.48,1,0.35,1.0,4
22,55000,0.0,0.0,5.0,3.0,15000,14.83,1,0.27,1.0,4
26,35000,0.0,0.0,1.0,2.0,12000,10.91,1,0.34,1.0,2
22,30000,0.0,0.0,5.0,4.0,6000,19.39,1,0.2,1.0,4
25,51850,0.0,2.0,2.0,2.0,3600,13.99,1,0.06,0.0,2
24,19200,2.0,,4.0,0.0,7000,5.99,1,0.36,0.0,4
30,22452,0.0,2.0,3.0,0.0,12000,7.29,1,0.53,0.0,5
30,54000,2.0,8.0,4.0,6.0,24000,18.72,1,0.44,0.0,8
23,33996,0.0,0.0,0.0,3.0,5000,14.84,1,0.15,1.0,2
25,24000,0.0,0.0,3.0,4.0,7000,16.45,1,0.29,1.0,2
21,19000,0.0,2.0,4.0,2.0,4200,,1,0.22,1.0,2
39,108000,2.0,6.0,1.0,3.0,30000,16.49,1,0.28,1.0,11
21,33280,2.0,5.0,3.0,2.0,11200,13.92,1,0.34,0.0,4
26,14400,0.0,,2.0,1.0,2350,9.91,1,0.16,0.0,4
22,22800,0.0,,0.0,1.0,9200,9.88,1,0.4,0.0,2
21,29004,2.0,3.0,1.0,4.0,7400,17.56,1,0.26,0.0,3
35,54000,0.0,1.0,1.0,3.0,9000,14.46,1,0.17,0.0,8
21,35000,0.0,3.0,3.0,1.0,21000,12.53,1,0.6,0.0,4
24,168000,2.0,0.0,0.0,4.0,25000,16.45,1,0.15,0.0,3
31,29000,0.0,14.0,4.0,2.0,15075,,1,0.52,0.0,10
48,94050,2.0,1.0,5.0,3.0,23000,14.96,1,0.24,1.0,16
24,41628,0.0,6.0,5.0,2.0,6000,11.28,1,0.14,1.0,2
29,58800,2.0,7.0,5.0,1.0,5000,11.71,1,0.09,0.0,6
25,15600,0.0,1.0,0.0,2.0,4750,13.85,1,0.3,0.0,4
22,26400,2.0,,0.0,1.0,1000,,1,0.04,0.0,2
32,98000,2.0,16.0,5.0,1.0,15000,10.95,1,0.15,0.0,5
30,40581,0.0,14.0,3.0,2.0,14500,13.23,1,0.36,0.0,10
32,32000,0.0,1.0,3.0,4.0,2600,,1,0.08,0.0,6
27,44004,0.0,0.0,0.0,2.0,5000,13.79,1,0.11,0.0,8
24,54000,0.0,0.0,4.0,3.0,16000,15.65,1,0.3,0.0,4
25,17400,0.0,0.0,1.0,1.0,3000,11.83,1,0.17,0.0,4
25,34800,0.0,2.0,0.0,3.0,5000,16.02,1,0.14,1.0,3
25,43633,2.0,3.0,5.0,3.0,9000,15.62,1,0.21,0.0,3
22,58600,0.0,5.0,2.0,1.0,22750,11.36,1,0.39,0.0,4
29,12000,0.0,1.0,1.0,3.0,4500,15.05,1,0.38,0.0,9
39,100300,0.0,2.0,2.0,3.0,25000,15.7,1,0.21,1.0,16
35,33996,0.0,2.0,2.0,3.0,3600,16.32,1,0.11,0.0,5
23,55365,2.0,4.0,0.0,5.0,25000,19.04,1,0.45,0.0,4
31,31692,0.0,2.0,3.0,3.0,13150,13.24,1,0.41,1.0,5
21,44004,0.0,2.0,4.0,1.0,7000,11.46,1,0.16,0.0,2
32,25000,3.0,3.0,5.0,0.0,11200,7.88,1,0.45,0.0,5
27,18000,1.0,4.0,1.0,0.0,5000,7.9,1,0.28,0.0,9
26,159800,2.0,6.0,2.0,3.0,30000,17.58,1,0.16,1.0,3
31,96000,2.0,7.0,3.0,2.0,25000,,1,0.26,0.0,5
45,54000,0.0,1.0,5.0,1.0,19425,11.99,1,0.36,0.0,17
26,96000,0.0,2.0,1.0,3.0,10000,15.28,1,0.1,1.0,2
23,40000,0.0,2.0,1.0,1.0,17475,9.91,1,0.44,0.0,2
29,27840,0.0,0.0,1.0,4.0,8575,19.42,1,0.31,1.0,10
21,12000,0.0,,2.0,1.0,2500,11.99,1,0.21,0.0,4
22,30000,0.0,2.0,1.0,4.0,5300,17.99,1,0.18,1.0,4
25,49000,0.0,1.0,0.0,3.0,12000,13.49,1,0.24,0.0,4
25,42000,0.0,2.0,5.0,3.0,10000,14.91,1,0.24,1.0,3
31,30000,0.0,1.0,0.0,2.0,10000,13.48,1,0.33,0.0,8
23,21000,0.0,3.0,2.0,2.0,10000,13.16,1,0.48,1.0,4
28,26400,0.0,7.0,0.0,2.0,5000,13.11,1,0.19,1.0,6
25,36000,2.0,6.0,2.0,3.0,10000,,1,0.28,0.0,2
26,63000,0.0,2.0,5.0,2.0,21600,14.35,1,0.34,1.0,3
21,44000,0.0,6.0,1.0,3.0,8000,15.21,1,0.18,0.0,2
21,36000,0.0,5.0,4.0,2.0,4000,12.99,1,0.11,0.0,4
25,84000,0.0,1.0,3.0,4.0,8000,16.45,1,0.1,1.0,4
23,34000,0.0,5.0,2.0,4.0,9000,17.06,1,0.26,1.0,4
22,54000,0.0,2.0,0.0,3.0,7000,14.96,1,0.13,0.0,3
26,25300,0.0,2.0,4.0,3.0,5400,16.02,1,0.21,1.0,2
29,27840,0.0,0.0,0.0,4.0,8575,19.42,1,0.31,0.0,8
22,40680,0.0,2.0,1.0,1.0,6000,11.36,1,0.15,0.0,4
36,73000,2.0,3.0,5.0,3.0,8000,17.49,1,0.11,0.0,17
37,25000,0.0,0.0,4.0,3.0,2775,15.65,1,0.11,0.0,12
43,46000,0.0,2.0,2.0,3.0,13000,15.7,1,0.28,1.0,15
24,59000,0.0,8.0,2.0,2.0,3200,13.8,1,0.05,0.0,3
33,54000,0.0,1.0,5.0,3.0,6500,14.96,1,0.12,1.0,7
25,66000,0.0,9.0,1.0,3.0,25000,15.33,1,0.38,0.0,2
37,25000,0.0,0.0,3.0,3.0,2775,15.65,1,0.11,1.0,14
25,59600,2.0,5.0,1.0,4.0,6000,16.45,1,0.1,0.0,4
36,57000,2.0,11.0,4.0,1.0,1500,9.62,1,0.03,0.0,16
30,33200,0.0,4.0,3.0,0.0,14000,7.29,1,0.42,0.0,10
28,21600,0.0,4.0,3.0,3.0,9750,,1,0.45,0.0,10
22,31200,0.0,7.0,1.0,1.0,12000,10.99,1,0.38,0.0,2
22,48000,2.0,6.0,1.0,3.0,12000,16.0,1,0.25,0.0,4
29,33000,0.0,5.0,4.0,0.0,8000,5.79,1,0.24,0.0,8
28,34000,0.0,4.0,0.0,1.0,3000,10.65,1,0.09,0.0,10
54,22880,0.0,6.0,2.0,1.0,7500,11.89,1,0.33,0.0,22
24,29000,0.0,1.0,2.0,1.0,4000,9.96,1,0.14,0.0,3
23,51000,0.0,3.0,5.0,4.0,7200,14.67,1,0.14,0.0,3
27,36000,2.0,0.0,1.0,0.0,6825,8.32,1,0.19,0.0,9
26,50000,0.0,5.0,1.0,2.0,18000,13.11,1,0.36,0.0,3
22,54000,0.0,2.0,2.0,3.0,10000,13.36,1,0.19,1.0,3
32,49000,0.0,2.0,4.0,1.0,12000,11.11,1,0.24,0.0,9
23,30000,0.0,1.0,1.0,3.0,1450,15.58,1,0.05,1.0,3
27,69000,2.0,3.0,1.0,1.0,4000,11.49,1,0.06,0.0,8
33,36000,0.0,10.0,2.0,0.0,12325,6.54,1,0.34,0.0,10
24,44400,0.0,0.0,0.0,1.0,1325,10.0,1,0.03,0.0,4
26,71400,0.0,10.0,2.0,3.0,16000,,1,0.19,1.0,4
33,36700,0.0,7.0,0.0,1.0,15000,11.14,1,0.41,0.0,10
26,50000,0.0,10.0,0.0,1.0,18950,,1,0.38,0.0,3
29,54000,0.0,0.0,0.0,3.0,10000,14.96,1,0.19,0.0,9
35,188000,0.0,4.0,5.0,3.0,5000,16.49,1,0.03,0.0,9
22,72955,2.0,6.0,0.0,1.0,7500,,1,0.1,0.0,2
24,28000,0.0,8.0,2.0,0.0,10000,6.91,1,0.36,0.0,3
26,16000,0.0,1.0,3.0,3.0,2450,,1,0.15,1.0,2
27,52000,0.0,0.0,2.0,2.0,22950,13.49,1,0.44,0.0,10
22,32000,0.0,0.0,0.0,3.0,7875,14.91,1,0.25,0.0,2
23,39000,0.0,3.0,4.0,1.0,8000,11.36,1,0.21,0.0,3
38,30000,0.0,0.0,1.0,1.0,5600,9.99,1,0.19,0.0,15
24,34300,0.0,4.0,2.0,1.0,18500,10.71,1,0.54,0.0,2
21,32000,0.0,2.0,5.0,3.0,8400,16.77,1,0.26,1.0,4
23,30000,0.0,8.0,1.0,0.0,10625,6.92,1,0.35,0.0,4
27,18200,0.0,8.0,3.0,0.0,7200,7.49,1,0.4,0.0,9
25,96901,0.0,3.0,0.0,2.0,20000,,1,0.21,0.0,3
22,20008,0.0,2.0,1.0,1.0,10000,10.95,1,0.5,0.0,2
22,20400,0.0,5.0,2.0,2.0,3250,14.26,1,0.16,1.0,2
28,11340,1.0,,5.0,0.0,2325,6.39,1,0.21,0.0,7
36,52000,0.0,2.0,5.0,2.0,7000,13.85,1,0.13,0.0,11
22,29000,3.0,0.0,5.0,1.0,7500,10.08,1,0.26,0.0,4
23,67000,0.0,3.0,1.0,0.0,25000,7.9,1,0.37,0.0,4
29,42000,2.0,6.0,0.0,1.0,6000,11.49,1,0.14,0.0,9
40,52479,0.0,17.0,4.0,3.0,6600,14.54,1,0.13,0.0,17
26,46000,0.0,2.0,5.0,3.0,25000,11.86,1,0.54,0.0,4
27,33000,2.0,8.0,1.0,3.0,9000,12.49,1,0.27,1.0,8
29,45000,0.0,14.0,0.0,0.0,14400,7.29,1,0.32,0.0,9
23,29004,0.0,7.0,5.0,3.0,1500,14.59,1,0.05,1.0,2
22,25000,0.0,3.0,5.0,3.0,1000,15.95,1,0.04,0.0,2
27,40000,0.0,0.0,2.0,0.0,15000,6.91,1,0.38,0.0,10
44,12000,1.0,5.0,4.0,1.0,2000,9.88,1,0.17,0.0,11
23,42000,0.0,7.0,3.0,1.0,15000,11.83,1,0.36,0.0,4
23,32993,0.0,6.0,2.0,1.0,4000,11.71,1,0.12,0.0,4
33,64000,0.0,14.0,3.0,4.0,11000,15.68,1,0.17,1.0,5
21,67400,2.0,2.0,3.0,4.0,20000,17.74,1,0.3,1.0,2
26,74800,2.0,3.0,2.0,3.0,10000,14.54,1,0.11,0.0,3
25,52000,0.0,1.0,1.0,1.0,20000,11.36,1,0.38,0.0,4
24,36000,2.0,8.0,4.0,0.0,6000,7.14,1,0.17,0.0,4
29,188000,0.0,0.0,4.0,1.0,25000,12.18,1,0.13,0.0,5
30,72000,0.0,2.0,1.0,1.0,23000,12.18,1,0.32,0.0,6
21,35000,0.0,0.0,0.0,5.0,8000,19.79,1,0.23,1.0,4
24,16800,2.0,,5.0,0.0,3900,,1,0.23,0.0,3
21,22200,0.0,2.0,5.0,3.0,2500,16.29,1,0.11,1.0,2
30,37600,0.0,2.0,2.0,2.0,15000,13.06,1,0.4,1.0,7
22,34000,0.0,6.0,0.0,1.0,5000,,1,0.15,0.0,4
30,56400,0.0,1.0,5.0,1.0,7000,11.49,1,0.12,0.0,10
26,54000,0.0,0.0,2.0,2.0,4000,13.47,1,0.07,0.0,2
26,148000,0.0,1.0,1.0,5.0,24000,18.3,1,0.16,0.0,2
28,178000,0.0,5.0,1.0,3.0,25000,14.46,1,0.14,1.0,7
21,40000,0.0,6.0,5.0,2.0,15000,14.27,1,0.38,0.0,3
25,52000,0.0,9.0,1.0,2.0,16000,13.98,1,0.31,0.0,3
27,33996,0.0,8.0,5.0,3.0,6000,15.31,1,0.18,1.0,5
30,21600,0.0,1.0,0.0,1.0,1500,11.71,1,0.07,0.0,9
22,27000,0.0,3.0,5.0,0.0,2800,7.51,1,0.1,0.0,3
28,35000,0.0,0.0,4.0,0.0,5000,8.9,1,0.14,0.0,9
23,30000,2.0,0.0,2.0,3.0,8000,,1,0.27,1.0,3
21,15000,1.0,0.0,4.0,0.0,6200,7.9,1,0.41,0.0,2
22,59000,3.0,1.0,5.0,3.0,15000,,1,0.25,1.0,2
26,46890,0.0,9.0,0.0,2.0,15000,12.99,1,0.32,1.0,3
24,25000,0.0,2.0,2.0,1.0,9000,11.48,1,0.36,0.0,2
25,19200,0.0,0.0,5.0,2.0,3800,14.35,1,0.2,1.0,4
